CAS,name,InChI,T_K,P_kPa,surface_tension_Nm
,1-butyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C8H15N2.F6P/c1-3-4-5-10-7-6-9(2)8-10;1-7(2,3,4,5)6/h6-8H,3-5H2,1-2H3;/q+1;-1",378,,0.0417
,1-butyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C8H15N2.F6P/c1-3-4-5-10-7-6-9(2)8-10;1-7(2,3,4,5)6/h6-8H,3-5H2,1-2H3;/q+1;-1",383,,0.0413
,1-butyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C8H15N2.F6P/c1-3-4-5-10-7-6-9(2)8-10;1-7(2,3,4,5)6/h6-8H,3-5H2,1-2H3;/q+1;-1",388,,0.0411
,1-butyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C8H15N2.F6P/c1-3-4-5-10-7-6-9(2)8-10;1-7(2,3,4,5)6/h6-8H,3-5H2,1-2H3;/q+1;-1",393,,0.0408
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",298,,0.0436
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",303,,0.0433
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",308,,0.043
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",313,,0.0427
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",318,,0.0423
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",323,,0.042
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",328,,0.0418
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",333,,0.0415
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",338,,0.0412
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",343,,0.0409
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",348,,0.0407
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",353,,0.0404
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",358,,0.0402
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",363,,0.0398
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",368,,0.0395
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",373,,0.0392
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",378,,0.039
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",383,,0.0388
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",388,,0.0385
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",393,,0.0382
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",298,,0.0435
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",303,,0.0431
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",308,,0.0427
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",313,,0.0423
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",318,,0.0419
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",323,,0.0415
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",328,,0.0411
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",333,,0.0408
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",338,,0.0404
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",343,,0.0401
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",348,,0.0397
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",353,,0.0394
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",358,,0.039
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",363,,0.0386
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",368,,0.0383
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",373,,0.0379
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",378,,0.0376
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",383,,0.0372
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",388,,0.0368
,1-hexyl-3-methylimidazolium iodide,"InChI=1S/C10H19N2.HI/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",393,,0.0365
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",298,,0.0418
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",303,,0.0415
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",308,,0.0412
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",313,,0.0408
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",318,,0.0405
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",323,,0.0402
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",328,,0.04
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",333,,0.0398
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",338,,0.0394
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",343,,0.0391
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",348,,0.0388
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",353,,0.0385
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",358,,0.0383
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",363,,0.0379
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",368,,0.0377
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",373,,0.0374
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",378,,0.0371
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",383,,0.0368
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",388,,0.0365
,1-hexyl-3-methylimidazolium chloride,"InChI=1S/C10H19N2.ClH/c1-3-4-5-6-7-12-9-8-11(2)10-12;/h8-10H,3-7H2,1-2H3;1H/q+1;/p-1",393,,0.0362
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",298,,0.0434
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",303,,0.043
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",308,,0.0426
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",313,,0.0423
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",318,,0.0419
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",323,,0.0415
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",328,,0.0411
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",333,,0.0408
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",338,,0.0405
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",343,,0.0402
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",348,,0.0398
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",353,,0.0395
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",358,,0.0391
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",363,,0.0388
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",298,,0.0392
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",303,,0.0389
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",308,,0.0387
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",313,,0.0384
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",318,,0.0381
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",323,,0.0379
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",328,,0.0377
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",333,,0.0375
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",338,,0.0372
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",343,,0.0369
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",348,,0.0366
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",353,,0.0364
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",358,,0.0362
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",363,,0.0358
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",368,,0.0356
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",373,,0.0354
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",378,,0.0351
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",383,,0.0349
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",388,,0.0346
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",393,,0.0343
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",298,,0.0319
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",303,,0.0317
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",308,,0.0315
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",313,,0.0312
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",318,,0.0309
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",323,,0.0306
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",328,,0.0303
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",333,,0.03
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",338,,0.0297
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",343,,0.0295
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",348,,0.0292
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",353,,0.0289
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",358,,0.0287
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",363,,0.0284
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",368,,0.0282
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",373,,0.0279
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",378,,0.0276
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",383,,0.0274
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",388,,0.027
,1-methyl-3-octylimidazolium chloride,"InChI=1S/C12H23N2.ClH/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;/h10-12H,3-9H2,1-2H3;1H/q+1;/p-1",393,,0.0267
,1-methyl-3-octylimidazolium tetrafluoroborate,"InChI=1S/C12H23N2.BF4/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;2-1(3,4)5/h10-12H,3-9H2,1-2H3;/q+1;-1",298,,0.0307
,1-methyl-3-octylimidazolium tetrafluoroborate,"InChI=1S/C12H23N2.BF4/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;2-1(3,4)5/h10-12H,3-9H2,1-2H3;/q+1;-1",303,,0.0304
,1-methyl-3-octylimidazolium tetrafluoroborate,"InChI=1S/C12H23N2.BF4/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;2-1(3,4)5/h10-12H,3-9H2,1-2H3;/q+1;-1",308,,0.0301
,1-methyl-3-octylimidazolium tetrafluoroborate,"InChI=1S/C12H23N2.BF4/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;2-1(3,4)5/h10-12H,3-9H2,1-2H3;/q+1;-1",313,,0.0299
,1-methyl-3-octylimidazolium tetrafluoroborate,"InChI=1S/C12H23N2.BF4/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;2-1(3,4)5/h10-12H,3-9H2,1-2H3;/q+1;-1",318,,0.0296
,1-methyl-3-octylimidazolium tetrafluoroborate,"InChI=1S/C12H23N2.BF4/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;2-1(3,4)5/h10-12H,3-9H2,1-2H3;/q+1;-1",323,,0.0294
,1-methyl-3-octylimidazolium tetrafluoroborate,"InChI=1S/C12H23N2.BF4/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;2-1(3,4)5/h10-12H,3-9H2,1-2H3;/q+1;-1",328,,0.0292
